# checkSRC_URI result
# root : /data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/
# date : 2026-05-22 11:10:31
# STATUS	FILE	URI
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0002-CVE-2021-3999.patch;md5sum=b4d6f18669fffba074c9a2ecca74d911;sha256sum=047cc8f1d45ae9a764e82743527358158e595845b0ba0c7e14bb44f1275dc931
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0002-CVE-2022-23218.patch;md5sum=7a5ddb504cb9f36be0938a9b5283c544;sha256sum=f96ab5831af7fde3a88e84a28e239384170d197da6a8683b815ff7c658a52462
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0012-Quote-from-bug-1443-which-explains-what-the-patch-do.patch;md5sum=e3d792b8051ac98418a6f4e3384ca682;sha256sum=e2175e612ce01e0c800cc320d9fc916bc2f243e45d6d9abb9533c89f23bf16ac
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0013-eglibc-run-libm-err-tab.pl-with-specific-dirs-in-S.patch;md5sum=b08421fe9bec689a40dc85d69d1b6006;sha256sum=5d2d54fb2012195fe765adf39909518a7887f6d9a6d07104929dd51cdfd53960
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0014-__ieee754_sqrt-f-are-now-inline-functions-and-call-o.patch;md5sum=2f14bd2d9f781d2a4e4d88e72753b3a1;sha256sum=f23377359fa3cc8d3e8ed9cf1f8b8cfcadb4edff9b5d4fa5b9c9832f3af409bd
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0015-sysdeps-gnu-configure.ac-handle-correctly-libc_cv_ro.patch;md5sum=3f757b529457f216673e3d432cd6e41e;sha256sum=d9a4f52a21fef4c67441bcb92058a5853bc67792efd4ecc6c59947a021d62021
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0022-eglibc-Forward-port-cross-locale-generation-support.patch;md5sum=27f486edf911abfdb382af7b7881aec2;sha256sum=441074e33c590245f63bb6cd310c985d061e68d521c47fb77ba41e0976baa2f0
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0024-localedef-add-to-archive-uses-a-hard-coded-locale-pa.patch;md5sum=157de62e54c839adae006b39f177406a;sha256sum=63bffbd5e047eff1c901faef39102f361e20e464db5464de3beb40577974ccfb
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0025-elf-dl-deps.c-Make-_dl_build_local_scope-breadth-fir.patch;md5sum=4666315e75889e4e78baf0023aa34fd2;sha256sum=98d74feeca0c0d6280c6667a369f3eeed11cefe811de900cd0a0a177b6f9ffe3
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0026-intl-Emit-no-lines-in-bison-generated-files.patch;md5sum=2bc9d84995788397e5cf6f140eeb70fd;sha256sum=08755dfb9c5fd64fc47c284591787e386f4854f63b53f4ab5f912d9f21527410
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-core/glibc/glibc_2.34.bb	https://git.codelinaro.org/clo/ype/external/yoctoproject.org/poky/-/raw/yocto/honister/meta/recipes-core/glibc/glibc/0030-powerpc-Do-not-ask-compiler-for-finding-arch.patch;md5sum=f2626564f9e669467a185be10d5bbc7d;sha256sum=5ede139cc00fb65e43bd077a46bb0cb14fd03a6722638da137702154afb3e7d6
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-devtools/udpreplay/udpreplay_git.bb	file://udpreplay
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-auto/recipes-extended/mvm/mvm-dlkm_git.bb	file://vendor/qcom/opensource/mvm-kernel/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-android/libvmmem/libvmmem_git.bb	file://libvmmem
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-android/libvmmem_headers/libvmmem-headers_git.bb	file://libvmmem
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/abctl/ab-status-updater.bb	file://ab-updater
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/abctl/ab-status-updater.bb	file://ab-updater.service
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/abctl/ab-status-updater.bb	file://start_ab-updater
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/abctl/abctl_1.0.bb	file://abctl
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/avbtool/avbtool_git.bb	file://avbtool
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/common/common-headers_git.bb	file://common/inc/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/fastmmi/fastmmi_git.bb	file://vendor/qcom/proprietary/fastmmi
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/mp-decision/mp-decision_git.bb	file://mp-decision
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/msmirqbalance/msmirqbalance.bb	file://msmirqbalance/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/qmi/qmi_git.bb	file://qmi
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/qti-logkit/qti-logkit_git.bb	file://vendor/qcom/proprietary/qti-logkit/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/sensors/sensors-see-commonsys-intf_git.bb	file://sensors-see/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/sensors/sensors-see_git.bb	file://sensors-see/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/sensors/sensors_git.bb	file://sensors/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/ss-restart/subsystem-ramdump_git.bb	file://ss-restart/subsystem_ramdump/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/ss-services/ss-services_git.bb	file://ss-services
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-bsp/startup-scripts/start-scripts-firmware-qseecom.bb	file://firmware-qseecom.sh
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-connectivity/mcm-core/mcm-core_git.bb	file://mcm-core/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-connectivity/mcm/mcm_git.bb	file://mcm-api/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-connectivity/synergy/synergy.bb	file://synergy-bt-proprietary
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-devtools/elftools/elftools-native.bb	file://elf_tools.py
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-devtools/elftools/elftools-native.bb	file://image_header.py
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-devtools/valgrind-analyzer/valgrind-analyzer-native.bb	file://valgrind-report-analyzer.py
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-kernel/linux-msm/linux-msm_5.10.bbappend	file://kernel-5.10/kernel_platform/qcom/proprietary/devicetree
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-kernel/linux-msm/linux-msm_5.4.bbappend	file://vendor/qcom/proprietary/devicetree;subdir=kernel/msm-5.4
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/adsprpc-internals_git.bb	file://vendor/qcom/proprietary/adsprpc
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/adsprpc_git.bb	file://adsprpc
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/adsprpc_git.bb	file://adsprpc/files/adsprpcd.service
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/adsprpc_git.bb	file://adsprpc/files/adsprpcd_audiopd.service
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/adsprpc_git.bb	file://adsprpc/files/adsprpcd_rootpd.service
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/adsprpc_git.bb	file://adsprpc/files/adsprpcd_sensorspd.service
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/adsprpc_git.bb	file://adsprpc/files/cdsp.service
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/adsprpc_git.bb	file://adsprpc/files/cdsprpcd.service
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/adsprpc_git.bb	file://adsprpc/files/mdsprpcd.service
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/adsprpc/dspservices-headers_git.bb	file://vendor/qcom/proprietary/dspservices_ship/inc/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/broadcast/broadcast.bb	file://vendor/qcom/proprietary/media-hub/broadcast/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/fileipc/fileipc.bb	file://vendor/qcom/proprietary/media-hub/fileipc/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/graphite-client/graphite-client_git.bb	file://audio/mm-audio/graphite-client/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/qvop-service/qvop-service_git.bb	file://audio/mm-audio/voiceprint/qvop-service/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/rda/rda.bb	file://remote_debug_agent
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-multimedia/smwrapper/smwrapper_git.bb	file://audio/mm-audio/smwrapper/
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-ssg/mink/mink_git.bb	file://vendor/qcom/proprietary/ssg/mink
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/llvm-arm-toolchain/llvm-arm-toolchain_git.bb	file://llvm-arm-toolchain-ship
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool-public-native_5.27.bb	file://qti.key
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool-public-native_5.27.bb	file://sectool-public
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool-public-native_5.27.bb	file://test_cvm_private_key_4096.pem
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool-public-native_5.27.bb	file://vble-qti.key
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool-public-native_5.27.bb	file://vxbl-qti.key
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool5-native_git.bb	file://qti.key
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool5-native_git.bb	file://sectools
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool5-native_git.bb	file://test_cvm_private_key_4096.pem
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool5-native_git.bb	file://vble-qti.key
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-support/sectool5/sectool5-native_git.bb	file://vxbl-qti.key
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-vam/vam-engines/vam-engines.bb	file://vam-engines
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-virt/qcrosvm/qcrosvm.bb	file://external
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp-prop/recipes-virt/qcrosvm/qcrosvm.bb	file://vendor/qcom/proprietary/crosvm-noship
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-core/base-files/base-files_3.0.14.bbappend	file://fstab
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-core/base-passwd/base-passwd_3.5.29.bbappend	file://add-diag-user.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-core/base-passwd/base-passwd_3.5.29.bbappend	file://add-hash.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-core/base-passwd/base-passwd_3.5.29.bbappend	file://add-inet-group-tinyproxy.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-core/base-passwd/base-passwd_3.5.29.bbappend	file://add-reboot-daemon-group.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-core/base-passwd/base-passwd_3.5.29.bbappend	file://add-sdcard-diag-groups.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-core/base-passwd/base-passwd_3.5.29.bbappend	file://root-home.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/e2fsprogs/e2fsprogs_%.bbappend	file://0001-configure.ac-correct-AM_GNU_GETTEXT.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/e2fsprogs/e2fsprogs_%.bbappend	file://0001-intl-do-not-try-to-use-gettext-defines-that-no-longe.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/e2fsprogs/e2fsprogs_%.bbappend	file://mkdir_p.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/e2fsprogs/e2fsprogs_%.bbappend	file://ptest.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/e2fsprogs/e2fsprogs_%.bbappend	file://remove.ldconfig.call.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/e2fsprogs/e2fsprogs_%.bbappend	file://run-ptest
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/perl/perl_%.bbappend	file://makedepend.SH.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/prelink/prelink_git.bbappend	file://macros.prelink
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/prelink/prelink_git.bbappend	file://prelink.conf
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/prelink/prelink_git.bbappend	file://prelink.cron.daily
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/prelink/prelink_git.bbappend	file://prelink.default
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/rpm/rpm_%.bbappend	file://0001-Add-a-color-setting-for-mips64_n32-binaries.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/rpm/rpm_%.bbappend	file://0001-Do-not-add-an-unsatisfiable-dependency-when-building.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/rpm/rpm_%.bbappend	file://0001-Do-not-hardcode-lib-rpm-as-the-installation-path-for.patch
FAIL	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-qti-bsp/meta-qti-customizations/core/recipes-devtools/rpm/rpm_%.bbappend	file://0001-Do-not-read-config-files-from-HOME.patch
